"TOTDAM","DEMANDED","TRIDAYS","BODINJ","DECORP","DEGOVT","YEAR","CLAIMTYPE","TOTALNOPL","TOTALNODE"
10254,415251,3,1,0,0,4,1,1,2
0,33104,1,1,1,0,4,1,2,2
8566,28361,2,1,0,0,4,1,1,1
0,772000,3,0,0,1,4,6,1,1
22509,59940,2,1,1,0,4,1,3,2
5927,111082,4,1,1,0,4,1,1,2
0,10300,2,0,1,0,4,6,1,1
40000,1498258,4,1,1,0,4,1,1,2
82780,780382,5,0,1,0,4,6,1,3
0,40000,2,1,0,0,4,1,1,1
0,98009,2,1,0,0,4,1,1,1
217488,269290,3,1,0,0,4,3,1,2
839470,2099494,10,1,0,0,4,3,1,2
0,37102,2,1,1,0,4,2,1,1
25000,50000,1,1,0,0,4,1,1,2
3240,522288,2,1,0,0,4,1,2,1
16889,62867,2,0,1,0,4,6,1,1
0,976445,3,1,1,0,4,2,1,1
31724,1297100,5,1,0,1,4,6,1,3
0,956924,5,1,1,0,4,1,2,2
0,105109,3,1,0,0,4,3,1,1
0,182074,2,1,0,1,4,2,2,1
850797,2805797,5,1,0,0,4,3,2,2
2706,12706,1,1,1,0,4,1,1,2
61556,260416,2,1,1,0,4,1,1,2
0,30000,1,1,1,0,5,1,1,2
0,110217,1,1,0,0,5,1,3,2
110168,361133,2,1,1,0,5,1,2,2
32397,86482,2,1,1,0,5,1,1,2
140000,426429,4,1,1,0,5,6,1,1
0,100000,2,1,1,0,5,6,1,1
1745,34249,2,1,0,0,5,1,2,1
0,21121,2,1,1,0,5,1,1,2
5453,611453,2,0,1,0,5,6,1,1
0,140826,3,1,1,0,5,1,2,3
2478,28887,2,1,0,0,5,1,1,1
4880,5019,2,1,0,0,5,1,1,2
0,350000,3,0,0,0,5,4,1,3
0,413512,2,1,0,0,5,1,1,1
2672,27042,2,1,0,0,5,1,1,1
0,54116,2,0,0,0,5,6,2,2
4000,27000,5,1,0,0,5,3,1,1
4321,21170,1,1,0,0,5,1,1,1
112943,150000,6,0,0,0,5,6,2,1
4000,219081,2,1,0,0,5,1,1,1
20000,91365,2,1,0,0,5,1,1,1
0,287700,2,0,1,0,5,6,1,1
0,33204,1,1,1,0,5,2,1,1
100000,125000,1,0,0,0,5,6,1,1
0,97662,3,1,1,0,5,1,1,2
0,53700,2,1,1,0,5,2,1,1
30869,200835,2,1,1,0,5,1,2,2
357628,166000,4,0,0,0,5,6,3,1
0,249199,4,1,0,0,6,1,1,1
29170,317970,5,0,1,0,6,6,3,2
32419,34395,1,0,0,0,3,6,2,1
0,71899,2,1,0,1,4,1,1,1
0,40000,2,1,0,0,4,1,2,1
4443,4443,1,0,0,0,3,6,1,1
2217,7293,1,1,0,0,5,1,3,1
8864,8864,1,0,1,0,3,6,1,1
3158,188840,1,1,1,0,6,6,1,1
0,45238,2,0,1,0,2,4,1,1
0,12943,1,0,0,0,3,5,1,1
12202,13152,1,0,0,0,3,6,1,2
2546,6007,1,0,0,0,4,6,1,2
0,5000,1,1,0,0,4,1,2,3
7994,7970,4,0,1,0,4,6,1,1
16000,16000,2,0,0,0,4,5,1,1
128261,109994,1,0,1,0,4,6,1,2
10403,22750,1,0,1,0,4,6,1,1
0,4806,1,0,0,0,4,6,1,1
0,14500,2,1,0,0,5,1,1,1
830,5000,1,0,1,0,5,6,1,2
2200,2200,2,0,0,0,5,6,1,1
8266,5930,1,0,0,0,5,6,1,2
8600,27400,1,0,1,0,5,6,1,1
0,26500,1,0,1,0,5,4,1,1
0,100000,3,1,0,1,2,6,1,2
17000,2000,3,1,0,0,4,1,1,2
72186,166533,1,0,1,0,5,6,1,1
0,2000,2,1,0,0,5,1,1,1
0,38795,1,0,1,0,5,6,1,1
0,300000,9,1,0,0,5,3,2,2
63193,26182,2,0,1,0,5,6,1,1
0,250000,2,1,1,0,4,2,1,2
900913,300000,6,0,1,0,4,6,1,1
0,24283,1,1,0,0,4,6,1,1
0,35000,2,1,0,0,4,1,1,1
0,150000,7,1,0,0,3,3,2,3
0,3700,3,1,0,0,3,2,1,1
0,175000,2,1,0,0,3,1,1,1
0,80000,2,0,1,0,3,4,1,1
60300,64637,5,0,1,0,1,6,1,3
0,2000000,7,1,0,0,2,3,3,3
15408,25080,3,1,0,0,2,2,1,1
0,50000,3,1,0,1,2,2,1,1
0,50000,5,0,0,1,1,6,2,3
0,50000,4,0,0,1,2,6,3,3
0,70000,3,0,0,0,2,6,1,1
0,70000,4,1,0,1,2,6,1,1
14948,833050,3,0,1,0,3,6,1,3
0,14000,6,1,1,0,5,2,1,1
0,7000,2,1,0,0,5,1,1,2
4896,25000,3,1,0,1,3,6,1,2
0,500000,6,0,1,0,6,6,1,1
0,165000,4,0,1,0,3,6,2,2
0,100000,1,0,0,0,2,6,1,2
0,12000,3,1,0,0,4,1,1,1
25499,6300,10,1,0,0,5,6,1,1
0,500000,8,1,0,0,1,3,1,2
525000,775000,9,0,1,0,1,6,1,1
0,2000,2,1,0,1,1,2,1,1
0,50000,3,1,1,0,2,2,2,1
0,3500,2,1,0,1,2,2,1,1
0,25000,7,1,0,0,2,3,1,2
27116,50000,9,0,0,0,2,6,1,1
68,44000,3,0,1,0,4,6,1,1
0,500000,3,1,1,0,4,2,1,1
62653,141000,3,1,0,0,5,1,1,1
47500,26000,2,1,0,0,5,1,1,1
0,24500,2,1,0,0,6,1,1,1
81260,150000,5,0,1,0,6,5,1,1
21188,25000,2,1,1,0,4,2,1,1
130000,25000,8,1,1,0,4,6,1,1
0,2000,4,1,1,0,3,1,1,2
87000,135000,6,0,1,0,3,6,1,1
0,25000,10,1,0,0,3,3,1,3
82107,25000,3,1,1,0,3,6,1,1
0,25000,2,1,0,1,3,1,1,2
7800,100000,2,1,1,0,3,6,1,2
0,25000,3,1,0,0,3,3,1,1
100000,25000,6,1,1,0,2,2,1,1
0,25000,4,1,1,0,4,6,1,1
0,25000,3,1,1,0,4,1,1,2
30057,38000,3,0,1,0,4,6,1,1
0,25000,2,1,1,0,3,2,1,1
0,25000,5,0,0,1,2,6,1,1
0,25000,3,1,0,0,3,3,1,1
0,25000,5,1,0,0,2,3,1,3
228755,50000,7,1,1,0,2,6,1,1
56233,60000,6,0,1,0,2,6,2,1
7676,25000,1,1,0,1,5,2,1,1
3920,2400,1,0,0,0,6,5,1,1
0,11000,3,1,0,0,4,2,1,1
0,39450,2,1,1,0,3,1,1,2
0,25000,2,1,1,0,3,2,1,1
0,33000,1,1,1,0,3,1,2,2
0,26000,2,1,1,0,2,2,1,1
0,300000,2,0,1,0,1,4,1,1
49403,250000,2,0,0,0,4,4,1,2
0,55660,3,1,1,0,4,6,2,1
0,11000,3,1,1,0,3,2,1,1
0,1000000,1,0,1,0,1,6,2,2
0,8096,3,1,0,0,3,2,1,1
1717,11500,3,1,0,0,1,6,1,1
150000,97085,2,1,0,0,6,1,1,1
453541,1189416,4,0,1,0,3,6,1,1
2864,24571,2,0,1,0,4,6,1,2
1260,11590,1,0,1,0,5,6,2,2
0,87825,5,0,1,0,1,6,1,1
213468,40087,6,0,1,0,3,6,1,1
0,80630,1,0,0,0,4,6,1,1
130028,48139,4,0,1,0,4,6,3,1
25308,75000,3,0,1,0,4,6,1,1
0,500000,2,1,1,0,5,1,1,1
252550,252550,4,0,1,0,5,6,1,2
131929,183106,4,0,1,0,5,6,2,2
22400,23100,4,0,0,0,5,6,1,2
53375,90000,3,0,1,0,5,6,2,2
38951,38951,3,0,1,0,4,6,1,1
2035,2035,8,0,0,0,4,6,1,1
0,4928,4,0,1,0,4,6,1,1
0,199130,2,0,0,0,5,6,1,2
70683,110810,1,0,1,0,5,5,1,3
2873,63024,3,0,0,0,4,6,1,2
125099,42751,1,0,1,0,4,6,1,1
0,300000,1,0,0,0,5,6,1,1
29000,80000,1,0,0,0,4,6,1,1
14254,6040,1,0,1,0,5,5,1,1
90620,90763,1,0,0,0,5,6,1,2
57510,52584,1,0,1,0,5,6,1,3
57513,47376,2,0,0,0,5,6,1,2
1062,45041,3,0,1,0,5,6,1,1
50000,640000,2,0,1,0,5,6,2,2
87625,109626,2,0,1,0,5,6,1,1
5500,45050,1,0,0,0,2,5,1,1
22551,18208,1,0,0,0,3,6,1,1
0,35108,1,0,1,0,2,6,1,1
7224,86942,1,0,1,0,4,6,1,1
26153,26110,2,0,1,0,4,6,1,1
26588,7718,2,0,0,0,4,6,2,1
0,88807,4,0,1,0,2,6,1,1
44219,13688,4,0,1,0,4,6,2,2
0,500000,3,0,1,0,5,6,1,1
0,766027,4,0,1,0,4,6,2,3
73995,50000,4,0,1,0,5,6,1,1
0,1000000,4,0,1,0,4,6,1,3
0,25000,1,0,0,0,4,6,1,1
99396,167614,5,0,1,0,5,4,2,1
0,25000,1,0,1,0,4,6,1,1
12000,28200,1,0,0,0,5,6,1,1
0,25000,1,0,0,0,5,6,1,2
0,25000,2,0,0,0,5,4,2,1
0,24000,1,0,1,0,4,6,1,2
15000,30712,1,0,0,0,4,6,1,1
35625,30000,1,0,1,0,4,6,1,2
156384,144716,1,0,1,0,5,6,1,3
32702,97403,2,0,0,1,5,6,3,1
0,66375,2,0,0,0,5,6,1,1
3600,111809,2,0,1,0,4,5,1,2
49290,43675,1,0,1,0,4,6,1,1
18718,120141,5,0,1,0,4,6,2,2
38000,50000,3,1,0,0,5,1,1,2
2380,10000,2,1,1,0,5,2,1,1
0,40448,3,0,1,0,5,6,1,1
0,9665,2,0,1,0,5,6,1,2
3441,3441,2,1,0,0,1,1,2,2
0,3085,1,1,0,0,4,1,1,3
43961,30051,3,0,1,0,4,6,1,3
2023,4500,2,0,0,0,4,1,1,2
0,44000,5,0,0,0,3,6,1,1
37360,37400,4,0,1,0,5,6,1,3
0,4445,1,0,0,0,6,6,1,2
0,21250,3,0,1,0,5,6,1,1
0,54545,2,0,0,0,3,6,1,1
62195,60000,4,0,1,0,6,4,1,2
0,30000,1,0,1,0,5,6,1,1
3339,3339,1,0,0,0,5,1,1,1
76196,37528,1,0,0,0,4,6,1,1
455000,458033,9,0,1,0,3,6,1,3
52647,30933,3,0,1,0,5,4,1,2
3321,3321,1,0,1,0,6,6,1,2
1943,2438,1,1,0,0,5,1,1,2
0,7630,1,1,0,0,5,1,2,3
5050,7500,1,0,1,0,4,6,2,2
0,57450,2,0,0,0,4,4,2,1
0,7644,1,0,0,0,1,6,1,2
3200,10000,1,0,1,0,5,6,1,1
4996,30000,2,0,0,0,4,5,2,1
8761,15000,1,0,0,0,4,5,1,3
0,33879,1,0,1,0,5,6,1,1
60437,30000,4,0,1,0,5,6,1,1
0,23096,2,0,1,0,5,6,1,2
7182,25180,5,0,1,0,4,6,1,3
697,687,1,0,0,0,5,6,1,1
2706,2706,1,0,0,0,5,6,1,1
0,125000,1,1,0,0,5,6,3,2
15000,40226,2,1,0,0,5,1,1,1
204500,75000,5,0,1,0,5,6,2,1
0,69000,3,1,1,0,5,1,1,2
4900,26000,2,1,0,0,5,1,2,1
0,15000,3,0,1,0,5,6,1,1
14011,35000,3,0,1,0,5,6,1,2
35000,70000,2,0,1,0,6,6,1,1
0,15000,2,1,0,0,6,1,2,1
0,10000000,5,1,1,0,5,1,1,3
0,60656,4,0,1,0,4,6,1,1
0,1000000,8,0,1,0,4,4,1,1
86034,68000,2,0,0,0,4,4,1,1
306046,454425,4,0,0,0,4,6,1,2
100451,143426,1,0,1,0,4,6,2,1
1911613,1471640,8,0,1,0,5,6,1,2
36581,49257,4,0,0,0,4,6,1,2
20000,44278,3,0,0,0,5,4,2,2
0,50000,5,1,0,0,4,3,1,1
58816,98353,4,0,1,0,4,6,1,1
0,55000,3,0,1,0,5,4,1,3
0,113000,2,0,0,0,5,6,2,2
0,10139,2,1,0,0,5,1,2,1
0,27791,1,0,0,0,4,1,1,2
0,37564,2,0,1,0,4,6,1,1
2401,2401,1,0,0,0,5,6,1,2
0,189722,1,0,1,0,5,6,1,1
18791,50000,1,0,1,0,5,6,1,1
164514,165939,1,0,1,0,5,6,1,1
51941,25000,1,0,1,0,5,5,1,1
90000,54786,1,0,0,0,5,6,2,1
252612,42625,1,0,1,0,5,6,1,3
0,50000,1,0,1,0,5,6,1,1
138300,92010,1,0,1,0,5,6,1,1
82124,79770,2,0,1,0,5,6,1,1
26147,34862,1,0,0,0,5,6,1,1
40725,30000,1,0,0,0,5,6,1,1
78264,30000,1,0,1,0,6,6,1,1
0,135000,1,0,0,0,5,4,1,1
95765,91771,1,0,1,0,6,6,1,1
0,140125,1,0,1,0,5,6,1,2
43857,26956,1,0,1,0,4,6,1,2
0,25000,1,0,1,0,3,6,1,1
250000,300000,1,0,0,0,3,6,1,1
6716,24157,1,0,1,0,5,4,1,3
10719,13346,1,0,1,0,5,4,2,1
293769,538618,1,0,1,0,4,6,1,1
0,23253,1,0,1,0,4,6,1,2
1401170,10871698,1,0,1,0,4,6,1,2
30939,30874,1,0,1,0,4,4,1,1
58358,50000,1,0,0,1,4,6,1,1
30080,57061,1,0,0,0,4,6,1,1
17500,50000,1,1,1,0,4,1,2,2
0,61200,1,0,1,0,4,6,1,1
247267,25000,2,0,1,0,4,4,1,3
152070,1577774,1,0,1,0,4,6,1,3
0,12335,2,0,0,0,4,6,1,1
0,50000,10,0,1,0,2,6,1,2
0,10000,4,1,0,0,2,1,1,2
7245,21196,3,0,0,0,4,6,1,1
1091,1091,1,1,0,0,3,1,1,2
3050,400690,1,0,1,0,2,6,1,3
134653,104623,2,0,1,0,4,6,1,2
0,26000,1,0,1,0,4,6,1,1
4490,4520,1,0,1,0,6,6,1,2
42523,316877,4,0,0,0,5,6,1,1
25445,22260,2,0,0,0,4,4,1,1
6107,2839,2,0,0,0,4,6,1,2
0,10000,1,0,0,0,4,6,1,1
5785,17351,2,0,1,0,4,6,1,2
3000,11085,5,0,1,0,4,6,1,3
64772,64675,4,0,0,0,3,6,1,1
11450,25000,2,0,1,0,3,6,2,3
23013,10000,4,0,0,0,3,5,1,2
25000,23500,1,0,1,0,4,5,1,1
49002,58490,9,0,0,0,4,6,1,1
225000,225000,1,0,1,0,4,6,1,1
70000,70000,1,1,0,0,4,1,1,2
40000,40000,1,0,1,0,4,6,1,1
13610,14047,1,0,0,0,5,6,1,1
39164,34797,1,0,1,0,5,6,1,1
22508,28241,1,0,0,0,4,6,2,2
80274,78480,2,0,0,0,4,5,1,1
9500,13803,1,0,1,0,5,6,1,1
27277,64412,3,0,0,1,4,6,1,1
0,40000,3,0,1,0,2,6,1,1
0,92500,3,0,1,0,5,6,1,1
0,4500,1,1,0,0,5,1,1,1
56147,25000,2,0,1,0,2,6,1,1
0,90000,3,0,1,0,3,6,1,1
0,2000000,6,0,0,0,2,3,1,1
0,100025000,2,1,1,0,3,2,1,3
66470,54472,3,0,1,0,4,6,1,1
40820,120620,3,0,1,0,5,6,1,2
300000,240000,3,0,1,0,4,6,1,1
0,16283,3,0,1,0,4,6,1,1
43710,10000,2,0,0,0,5,4,1,1
0,20472,1,0,0,0,4,6,1,2
0,12219,3,0,0,0,5,6,1,2
4900,19734,2,0,1,0,5,6,1,1
9610,10000,1,1,0,0,4,3,1,2
4362,10050,2,0,0,0,4,5,1,1
4670,17250,2,0,1,0,5,6,1,3
7790,6000,2,0,1,0,5,6,1,1
36718,86389,2,0,1,0,5,6,1,1
0,35000000,2,1,1,1,1,6,1,3
42000,300000,4,0,0,1,1,6,1,1
0,21000000,8,1,1,0,1,6,2,2
0,10000000,8,1,0,1,1,6,1,3
0,6000000,6,1,1,0,1,6,1,1
250000,1000000,6,1,1,1,1,2,1,3
1568030,2000000,5,1,1,0,1,2,2,1
0,2000000,3,1,0,1,1,2,1,1
357456,750000,3,0,1,0,1,4,2,2
0,3000000,7,1,0,1,1,1,1,2
2150000,40500000,7,1,1,0,1,6,2,1
0,30600000,7,1,0,0,1,3,1,3
68083,100000,5,0,1,0,2,6,1,1
37119000,10000000,4,1,0,0,1,1,1,2
0,30450,3,0,1,0,2,6,1,1
32362,5000000,7,0,1,0,4,6,1,1
0,500000,4,1,0,0,4,2,1,1
0,1000000,1,1,1,0,4,2,1,1
0,1000000,4,1,0,0,4,2,1,2
72646,600000,1,0,0,0,3,4,2,1
0,3000000,1,1,0,0,4,1,1,2
81000,500000,1,0,0,0,3,6,1,1
0,10000000,1,1,0,0,3,1,1,1
2992642,5000000,3,1,1,0,5,2,1,1
0,1289420,4,1,0,0,5,2,1,1
68000,1000000,4,1,0,0,5,1,1,2
50000,1000000,2,1,0,0,5,1,1,1
0,1000000,1,1,0,0,5,1,2,1
125000,1000000,1,1,1,0,2,1,1,3
50000,3000000,1,1,1,0,2,2,1,1
640000,5650000,1,0,0,0,4,6,1,3
0,2500000,3,1,1,0,3,1,1,2
2141000,10000000,12,1,1,0,3,1,1,3
0,3000000,3,1,1,0,3,2,1,2
1347453,28000000,6,0,1,0,3,6,1,1
1135000,26000000,9,1,0,1,3,2,2,1
0,2000000,3,1,0,0,3,2,1,1
0,66000,10,0,1,0,3,6,1,1
539000,5000000,5,1,1,0,3,2,1,2
0,1500000,3,0,1,0,3,6,1,3
0,10000000,1,1,1,0,3,1,1,2
0,1000000,3,1,0,0,3,3,1,1
0,5050000,8,1,1,0,3,2,2,2
588800,10000000,4,1,1,0,3,2,1,2
0,10000000,9,1,1,0,3,2,1,3
76095,720000,2,0,1,0,3,6,1,1
570471,397873,11,0,1,0,3,6,1,3
996253,289112,22,0,0,0,3,5,1,1
0,500000,5,1,1,0,4,2,2,1
501270,750000,7,1,1,0,4,2,1,1
1751265,6000000,9,1,1,0,4,1,3,3
376735,5000000,5,1,1,0,4,2,1,2
165227,5000000,1,1,1,0,4,2,1,1
145000,5000000,4,1,1,0,4,2,1,2
259084,350000,6,0,1,0,3,6,1,2
20000,750000,4,1,1,0,4,2,1,3
1230000,3000000,4,1,1,0,4,1,1,2
0,5000000,4,1,1,0,4,2,1,1
15636,430000,6,0,1,0,4,6,1,3
100000,550000,10,1,1,0,4,2,2,3
762600,5000000,3,1,1,0,4,2,1,2
0,425000,4,0,0,0,4,6,1,1
8787383,150000,2,1,1,1,4,2,2,3
60000,2000000,1,1,1,0,4,1,1,2
17000,2000000,5,1,1,0,4,2,1,3
0,7050000,3,1,0,0,5,1,2,1
0,2000000,1,1,0,1,5,2,1,2
4500,5000000,2,1,0,0,4,1,1,2
210000,10000000,5,1,1,0,4,2,1,2
76079,58543,1,0,0,0,4,6,1,2
748851,936567,2,0,1,0,4,6,1,1
0,2000000,5,1,0,1,5,1,1,3
50000,1000000,6,1,0,0,5,1,1,2
684803,750000,6,0,0,0,5,6,1,2
174244,5000000,3,1,1,0,5,1,1,3
0,6000000,3,1,0,0,5,1,2,1
36467,370570,3,0,1,0,4,6,1,1
0,2000000,5,1,0,0,5,1,1,1
408482,346706,3,0,1,0,5,6,1,2
8098,710150,5,0,1,0,5,6,1,1
0,250000,3,0,1,0,5,6,1,3
138200,5000000,5,1,1,0,1,2,1,1
631336,2500000,8,1,1,0,6,1,2,2
17825000,10000000,4,1,0,0,1,1,1,1
0,5000000,4,1,0,1,1,2,1,2
372073,251837,14,0,1,0,1,6,1,3
0,750000,4,0,1,0,2,6,1,1
0,5000000,5,1,1,0,2,2,1,1
0,2075000,6,1,0,0,2,1,2,1
30000,10000000,1,1,1,0,2,1,1,2
0,1927644,5,1,1,0,2,6,1,1
71562,10000000,7,1,0,1,2,1,1,3
4806000,22000000,8,1,0,1,2,1,2,3
0,3000000,1,1,0,0,2,1,1,1
103385,500000,5,1,0,0,2,6,1,2
140000,750000,7,1,0,0,2,1,1,3
0,10000000,1,1,0,1,2,1,1,2
0,10000000,10,1,1,0,2,2,1,3
485000,3000000,5,1,1,0,4,2,2,2
0,7000000,7,1,1,0,4,1,1,3
0,500000,6,1,0,0,4,3,2,2
313733,275000,6,0,1,0,4,6,1,1
32795,1000000,4,1,1,0,5,1,1,3
0,1000000,4,1,1,0,5,1,1,2
1551000,2000000,7,1,1,0,4,2,2,3
0,5000000,4,1,0,0,4,6,2,1
0,5000000,1,1,1,0,4,1,1,2
0,1000000,1,1,0,0,4,1,1,1
36750,5000000,5,1,1,0,4,2,2,1
0,1000000,5,1,0,1,4,2,1,1
20000,10000000,3,1,0,0,4,6,2,1
0,3000000,5,1,0,0,4,1,1,2
1875000,5000000,8,1,1,0,4,1,1,2
0,1000000,4,1,1,0,4,2,1,1
0,3500000,3,1,0,1,4,6,2,1
0,1000000,1,1,1,0,3,1,1,2
200000,5000000,5,1,0,0,3,2,1,1
905000,12000000,6,1,1,0,1,2,2,2
0,250000,3,0,1,0,3,6,1,3
175000,3000000,3,1,1,0,3,2,2,2
0,10000000,2,1,0,1,3,2,1,2
6182,500000,4,1,1,0,3,2,2,2
14600,222715,2,0,0,0,3,4,1,1
43000,5000000,6,1,0,1,3,1,1,2
3123083,50000000,16,1,1,0,3,2,2,3
0,500000,3,1,1,0,3,6,1,1
71827,5000000,5,1,1,0,3,6,1,1
14000,5000000,3,1,0,1,1,1,1,2
0,10500000,4,1,0,0,1,1,2,1
0,10000000,3,1,1,0,1,2,1,3
0,1000000,3,1,1,0,1,2,1,2
0,5000000,7,1,1,0,1,2,2,1
0,10000000,3,1,0,1,5,2,1,1
25000,1000000,1,1,1,0,5,6,1,2
50000,1000000,2,1,0,0,5,1,1,2
24970,2000000,4,0,1,0,5,6,1,1
0,1000000,3,1,0,0,5,1,1,2
0,45000000,13,1,0,1,1,6,1,3
100000,1000000,5,1,1,1,1,2,1,3
400000,10500000,5,1,0,0,1,1,2,2
1569000,2500000,5,1,0,1,1,2,2,1
0,2000,2,1,0,1,1,2,1,2
225000,6000000,5,1,0,0,1,3,1,2
0,500000,3,1,0,1,1,2,1,1
0,2000000,1,1,0,1,1,1,2,3
0,6000000,7,1,0,0,1,3,1,3
0,1000000,10,1,1,0,1,2,1,3
0,1000000,6,1,1,1,1,2,1,2
78872,1000000,5,1,1,1,1,2,2,3
31414,2250,5,1,0,1,1,2,2,1
1594404,3001571,5,0,1,0,1,6,2,2
0,20000000,9,1,0,1,1,6,2,2
35532,2250000,6,1,1,0,1,2,2,2
151586,1000000,5,1,0,0,1,6,1,1
0,350000,5,1,1,1,1,2,2,3
0,1000000,1,1,0,0,1,3,1,3
0,2000000,3,1,0,1,1,6,1,2
0,10000000,5,1,0,1,4,2,1,1
300000,5000000,3,1,1,0,4,2,1,3
50950,250000,2,0,1,0,5,6,2,2
41290,46594,2,0,1,0,4,6,1,2
5926492,3168550,4,0,1,0,2,6,2,3
304604,228666,5,0,1,0,2,6,1,1
78215,63889,2,0,0,0,3,6,1,1
0,2000000,1,1,0,0,4,6,1,1
310835,5000000,1,1,1,0,4,2,2,1
0,3445513,1,0,1,0,4,6,3,2
673670,2000000,4,0,1,0,5,6,1,1
0,500000,3,0,1,0,3,6,2,3
1526495,1495825,3,0,1,0,4,6,1,1
51120,5000000,1,1,0,0,5,1,1,3
75857,57802,3,0,1,0,4,6,1,1
0,37500,3,0,1,0,5,6,1,3
1646140,2200000,8,0,1,0,5,6,2,2
0,50000000,2,0,1,0,5,6,3,3
991135,900001,2,0,1,0,5,6,2,1
0,217021,1,0,1,0,6,6,1,2
0,316077,2,0,1,0,6,6,1,1
0,49255,2,0,1,0,2,6,2,1
5895,75000,2,1,1,0,6,1,1,2
0,50000,1,1,1,0,6,1,1,2
60000,750000,3,0,1,0,5,4,2,1
200000,639945,6,0,0,0,5,4,1,1
20037,35000,3,1,1,0,5,1,2,2
300999,500000,6,1,0,0,5,3,3,2
0,50000,3,1,0,0,5,3,3,1
5244,105000,3,1,1,0,5,1,1,2
23233,250000,3,0,1,0,5,6,2,1
0,180000,4,1,0,0,5,1,2,1
0,64000,3,1,1,0,6,1,3,2
2715,30000,3,1,1,0,6,1,1,2
15540,200000,2,1,1,0,6,1,1,2
8435,250000,4,1,1,0,6,1,1,2
24893,25000,2,1,0,0,3,1,2,2
5000000,3000000,5,0,1,0,3,6,1,2
0,16280,2,0,1,0,4,6,1,1
14184,50000,1,1,0,0,4,1,1,2
0,2500000,6,1,0,0,4,3,2,1
15655,500000,2,1,0,0,4,1,1,1
240947,1300000,3,1,1,0,4,2,1,3
3362,100000,2,1,1,0,5,1,1,2
5000,150000,1,1,1,0,5,2,2,3
0,5000000,7,1,0,0,5,3,2,1
9990,7848,3,0,1,0,5,6,2,2
35000,350000,2,1,1,0,5,2,1,2
0,10215,3,0,1,0,5,6,1,2
12315,50000,3,0,1,0,5,6,1,2
0,22500,2,1,0,0,5,2,1,1
0,30000,2,1,1,0,5,2,1,1
31000,250000,1,1,1,0,5,2,1,2
0,2025000,4,1,0,0,5,3,2,1
51000,51381,3,0,1,0,5,5,1,1
0,50000,5,0,1,0,5,6,1,1
0,100000,1,1,1,0,5,2,1,2
0,500000,1,0,1,0,5,6,1,2
10878432,18000000,5,0,1,0,5,6,3,1
0,3025000,3,1,1,0,5,3,2,3
40000,250000,2,1,0,0,5,3,2,1
5500,100000,5,1,1,0,5,1,1,2
0,55000,2,0,0,0,5,5,2,1
4320,325000,2,1,0,0,4,1,2,1
0,1000000,7,1,0,0,4,3,2,1
601215,75000,8,1,0,0,4,3,3,1
0,2000000,5,1,1,0,4,3,2,2
8729,50000,2,1,1,0,4,1,1,3
0,100000,3,0,0,0,4,6,1,1
50697,50000,2,0,1,0,4,6,2,1
1609037,1025000,5,0,0,0,4,5,3,1
0,400000,3,0,1,0,4,6,2,1
2733,400000,3,0,1,0,5,6,1,1
15966,45000,3,1,0,0,5,1,2,1
0,700000,2,1,1,0,5,6,1,2
15910,75000,3,0,1,0,5,6,1,1
0,111138,4,0,0,0,5,6,1,1
36401,100000,2,0,1,0,5,6,2,1
0,2500000,8,0,1,0,5,6,1,1
82767,65185,4,1,1,0,5,6,2,1
0,50000,2,1,1,0,5,2,1,2
23363,500000,5,0,1,0,5,6,1,1
0,1950,2,0,1,0,5,6,1,2
0,1500000,3,1,1,0,5,1,2,2
0,2000000,6,0,1,0,5,6,1,1
23249,100000,4,1,0,1,5,1,2,2
0,18681,2,0,1,0,4,6,1,1
122400,250000,6,0,0,0,5,6,1,2
0,50000,7,0,1,0,1,6,3,3
0,75000,11,1,1,0,2,6,3,1
0,50000,7,1,0,0,4,3,1,3
0,1200000,1,0,0,1,5,6,2,3
9434,17417,2,0,0,0,6,4,2,1
13424,100000,4,1,0,0,4,6,3,3
4680,6076,1,0,0,0,4,6,1,1
0,54190,1,0,1,0,4,6,1,2
0,89000,3,0,1,0,5,4,1,2
0,8043,1,0,0,1,5,6,1,1
307651,100000,2,0,0,0,5,6,1,1
0,15000,1,0,0,0,5,4,1,1
0,200000,1,1,0,0,5,6,2,2
125152,1400000,4,0,1,0,5,6,2,3
35612,35473,2,0,0,0,5,6,1,2
0,1700000,4,1,0,0,5,6,3,2
9545,5693,1,0,0,0,5,6,1,1
0,17400,1,0,0,0,6,6,1,1
360037,360000,1,0,1,0,6,4,1,2
9114,10000,2,0,0,0,4,6,2,1
4251,25000,1,0,0,0,3,6,1,1
105987,109964,1,0,0,0,3,6,1,1
19254,20000,1,0,1,0,4,6,2,1
33236,33000,1,0,0,0,4,6,1,2
449000,2000000,1,0,1,0,5,6,1,2
34816,180728,1,0,1,0,5,6,1,1
35032,105097,1,0,1,0,5,6,1,1
60000,60000,1,0,1,0,5,6,1,2
71764,32750,2,0,1,0,5,6,1,1
152107,152000,3,0,1,0,5,6,1,1
43673,43614,1,0,1,0,5,6,1,1
29700,600000,4,0,1,0,3,3,1,3
3678,500000,2,1,1,0,5,6,1,2
0,400000,3,0,0,0,4,6,1,1
425000,750000,5,1,0,0,4,3,1,3
6400,75000,3,1,0,0,4,1,1,1
4010,250000,2,0,0,0,5,6,1,1
0,175000,4,1,0,0,5,1,1,1
240841,450000,3,1,0,0,4,1,1,1
